transactionId,userId,cardNumber,amount,location,date,time,cardType,merchant,payment_status,is_fraud
TX6659064,U8170,9310100794261641,1077.66,Udaipur,2025-04-18,10:10:17,Diners Club,Shell,Success,no
TX8103132,U9901,5734378141998421,428.63,Goa,2022-12-15,23:31:24,Diners Club,Best Buy,Success,no
TX7961149,U985,0370201247116761,1668.01,Hyderabad,2018-10-05,18:43:05,RuPay,Target,Success,no
TX7128908,U5027,5121592340302133,1528.63,Chennai,2020-09-06,07:57:12,Diners Club,Apple Store,Success,no
TX4017701,U2186,9178558451464988,1879.01,Mumbai,2024-07-18,05:11:40,RuPay,Starbucks,Success,no
TX5393146,U4381,1249052554604296,1667.83,Kolkata,2022-05-29,13:53:20,American Express,Walmart,Success,yes
TX5097363,U317,6802136332400343,408.95,Mumbai,2018-04-26,07:45:02,Visa,Target,Success,no
TX6332344,U4789,1775850963963903,1102.91,Jaipur,2024-11-02,20:16:43,RuPay,Shell,Success,no
TX8969942,U7591,5091444759829324,242.22,Hyderabad,2019-10-28,19:00:03,Visa,Best Buy,Success,no
TX1851289,U2629,1564548229775697,304.78,Chennai,2022-12-21,18:59:26,Diners Club,Amazon,Success,no
TX8767471,U8637,7230702003645059,476.23,Bangalore,2022-12-09,11:01:18,Diners Club,Walmart,Failed,yes
TX5250182,U8249,3176288446192736,264.31,Varanasi,2020-02-27,08:41:55,MasterCard,Shell,Success,yes
TX3828251,U8155,2349819390530342,1194.72,Delhi,2020-06-06,08:01:15,American Express,Shell,Success,no
TX2763064,U6766,6993715374742834,664.33,Kochi,2018-02-13,11:45:33,Visa,Best Buy,Success,no
TX9660486,U1710,2873502344139343,747.64,Delhi,2025-04-15,07:44:06,Visa,Amazon,Success,no
TX6135219,U4176,8143741872887628,448.22,Mysore,2018-09-28,06:57:14,Visa,Walmart,Success,yes
TX4780390,U6437,2813166221061006,557.56,Hyderabad,2020-02-22,19:01:35,RuPay,Apple Store,Success,no
TX8867927,U8149,7357355389223461,665.68,Kolkata,2019-09-24,18:13:03,RuPay,Amazon,Success,no
TX7120895,U9321,1687795541570975,244.11,Udaipur,2020-11-12,11:17:25,American Express,Walmart,Success,no
TX5160515,U9882,1685533060209555,438.18,Leh,2021-03-19,01:44:49,RuPay,Flipkart,Success,no
TX4849896,U7857,5742025710375547,1713.14,Jaipur,2018-03-12,03:13:06,Diners Club,ExxonMobil,Success,yes
TX2115828,U5085,3584125278543898,724.22,Kolkata,2020-07-15,20:48:40,Diners Club,ExxonMobil,Success,no
TX1290031,U6582,1012886400581086,1003.53,Shillong,2023-05-11,21:43:36,MasterCard,McDonald's,Success,no
TX8092507,U1882,4257630392300297,1605.6,Mysore,2021-10-31,11:05:22,RuPay,Target,Success,yes
TX8585026,U5763,2546426045933671,1337.4,Delhi,2018-06-13,11:38:29,RuPay,McDonald's,Success,no
TX6544105,U7080,8450082527955956,122.84,Leh,2023-12-11,15:18:02,RuPay,Best Buy,Success,no
TX9546864,U833,4532129178490772,1613.78,Jaipur,2021-01-18,21:53:32,Visa,Flipkart,Success,yes
TX1734023,U5379,3271987344566668,1752.55,Hyderabad,2018-12-02,09:42:33,Diners Club,Best Buy,Success,no
TX7196683,U556,3545346979624130,1836.87,Shillong,2019-08-25,05:18:46,Visa,Flipkart,Success,no
TX3859053,U6201,7324833316958183,1229.37,Darjeeling,2023-04-21,05:50:59,MasterCard,Starbucks,Success,no
TX4486821,U4142,2448206004701793,464.59,Mandya,2023-08-23,02:48:04,American Express,Walmart,Success,no
TX5830019,U9439,3690102813295203,759.82,Shillong,2021-12-19,11:13:40,Diners Club,Amazon,Success,no
TX7157671,U3743,8050739761113163,308.04,Chennai,2023-11-03,22:25:06,Diners Club,Apple Store,Success,no
TX5834818,U1577,4739520933172415,1630.29,Jaipur,2018-01-24,22:30:02,Diners Club,ExxonMobil,Success,no
TX6113677,U5221,7447164663702793,1498.39,Udaipur,2019-06-04,23:30:29,Diners Club,Amazon,Success,yes
TX8721321,U7424,2328795348457098,184.88,Mandya,2024-11-09,08:44:53,MasterCard,Flipkart,Success,yes
TX7731666,U3082,3408531940725664,1340.42,Mandya,2021-09-09,13:52:54,American Express,McDonald's,Success,yes
TX9119352,U9674,0302293945067949,1242.91,Mysore,2025-02-01,21:33:15,Diners Club,Target,Success,no
TX9677296,U3928,8922876426458155,602,Leh,2018-04-16,12:15:22,RuPay,McDonald's,Success,yes
TX1530757,U3648,1235330851648033,137.44,Bangalore,2024-05-22,15:05:32,MasterCard,McDonald's,Success,no
TX4233435,U3312,9604845312355585,1089.9,Delhi,2019-11-03,09:42:02,American Express,McDonald's,Success,no
TX9842362,U6891,8526969226956157,199.13,Mandya,2023-01-19,10:32:30,RuPay,Shell,Success,no
TX4255580,U1418,4511362359589570,1819.06,Udaipur,2020-10-14,16:23:58,American Express,ExxonMobil,Success,no
TX7141365,U2999,0581136332693731,381.52,Kochi,2018-11-02,18:58:50,RuPay,Target,Success,no
TX3872921,U975,8354764844218314,866.23,Leh,2019-05-18,14:29:42,Diners Club,ExxonMobil,Success,yes
TX3932980,U3009,3916239625440368,784.41,Goa,2019-12-07,12:08:39,Visa,Starbucks,Success,no
TX2067900,U7493,4290644662819686,1800.87,Hyderabad,2020-12-26,08:24:50,American Express,Shell,Success,no
TX4185004,U7959,4977540349325545,468.98,Delhi,2022-01-03,11:13:39,MasterCard,Target,Success,yes
TX1999911,U6499,6111983307365388,364.33,Mandya,2023-07-05,09:56:11,RuPay,Best Buy,Success,no
TX6608746,U1793,6365481683550341,1623.51,Bangalore,2020-01-23,14:32:44,Diners Club,Target,Success,yes
TX4666352,U5561,7025252832100244,1514.4,Chennai,2018-06-07,15:18:52,Diners Club,Walmart,Success,yes
TX9811533,U2202,7076726151665450,1946.91,Kolkata,2019-12-07,06:51:44,Diners Club,Walmart,Success,no
TX6189945,U2877,9338487090424544,327.34,Mysore,2022-03-14,04:27:26,MasterCard,Shell,Failed,no
TX6780329,U4487,5551879274039193,821,Kochi,2020-05-16,04:39:01,Visa,Walmart,Success,yes
TX1445077,U9398,4173167818288815,845.49,Kolkata,2020-01-09,05:49:35,Diners Club,ExxonMobil,Failed,no
TX3668783,U671,4527701787447506,1551.02,Hyderabad,2020-08-10,04:24:56,American Express,Apple Store,Failed,no
TX5295200,U6229,4051150477562992,973.84,Darjeeling,2023-10-08,17:05:25,Visa,Amazon,Success,yes
TX5277194,U8232,1926298723207917,1079.52,Kolkata,2019-10-28,03:43:11,RuPay,Walmart,Success,no
TX4296543,U556,6807293128336621,1387.4,Mandya,2022-11-06,20:27:51,MasterCard,Flipkart,Success,no
TX4928443,U6236,6384468863688030,1779.25,Delhi,2022-11-08,18:53:09,Visa,Best Buy,Success,yes
TX5302116,U147,8500643099232897,618.72,Goa,2023-08-04,13:58:03,Diners Club,Best Buy,Success,no
TX3269937,U8018,8392332809506830,1339.55,Mumbai,2020-03-03,21:20:07,Diners Club,Walmart,Success,yes
TX3662540,U3241,5058375966424061,292.66,Goa,2024-04-29,22:47:40,Visa,Walmart,Failed,no
TX8773576,U5229,3757619097996880,239,Delhi,2020-12-04,04:08:06,Visa,Target,Success,no
TX1296850,U3795,5366092978864763,355.86,Jaipur,2019-12-11,20:34:06,Diners Club,Shell,Success,no
TX9698979,U6869,8200450749235097,97.21,Kochi,2024-09-04,17:48:45,Visa,Best Buy,Success,no
TX1533266,U7006,2032960028401510,97.44,Mumbai,2018-01-02,16:36:32,MasterCard,Flipkart,Success,no
TX6583160,U7495,0957005703063225,500.21,Mysore,2023-12-07,09:13:18,Visa,Shell,Success,no
TX4569585,U1211,8469599858548194,1833.78,Delhi,2019-07-22,20:00:30,Visa,McDonald's,Success,no
TX9304857,U6015,9599937849835458,1447.42,Mumbai,2023-09-12,01:33:58,Visa,Apple Store,Success,no
TX8418073,U8730,1916537047565859,1914.24,Udaipur,2019-02-08,04:48:45,Visa,ExxonMobil,Success,yes
TX5992540,U4473,2212643115285198,1077.77,Hyderabad,2020-09-17,08:26:10,MasterCard,Starbucks,Success,no
TX6413086,U4236,9833604108696489,1082.01,Udaipur,2024-09-20,21:14:39,Visa,Target,Success,no
TX6978428,U8649,4321986929014373,1797.9,Shillong,2018-07-07,23:45:28,Diners Club,Shell,Success,yes
TX5453172,U7463,3005759122683489,1524.74,Kochi,2022-04-19,07:11:04,RuPay,Target,Success,no
TX4935424,U4990,1761960387599256,421.77,Mandya,2022-10-30,22:01:06,Diners Club,Starbucks,Success,no
TX2825908,U512,3877314184235545,584.13,Jaipur,2021-12-05,04:06:50,MasterCard,Apple Store,Failed,no
TX3941878,U8638,8329383114164870,1262.91,Hyderabad,2021-01-19,02:21:02,Diners Club,Amazon,Success,yes
TX3232618,U1064,2934903661595344,539.57,Shillong,2024-01-28,16:55:10,MasterCard,Best Buy,Success,no
TX5613707,U4395,5723845098075865,452.59,Kolkata,2024-02-21,02:51:40,MasterCard,ExxonMobil,Failed,no
TX7077174,U1175,1429883556577045,627.83,Shillong,2018-06-12,13:03:15,Diners Club,McDonald's,Success,no
TX4056405,U7021,0405794110798447,233.68,Leh,2023-10-23,05:33:09,RuPay,Starbucks,Success,no
TX2156692,U1451,0561300174129021,195.24,Chennai,2025-01-20,18:06:31,Visa,Apple Store,Success,no
TX4165475,U4637,2924177937075398,1807.46,Goa,2025-05-13,12:27:00,Diners Club,Target,Success,no
TX9431675,U5,3055684779233173,16.46,Udaipur,2024-11-26,16:36:25,RuPay,Amazon,Success,no
TX6463288,U7504,9778661398219810,129.05,Darjeeling,2020-07-04,00:12:27,RuPay,Best Buy,Success,yes
TX2210873,U52,4017168973697613,731.29,Shillong,2020-12-18,03:48:45,RuPay,Starbucks,Success,no
TX8673291,U4301,8690535486486837,853.3,Shillong,2020-08-28,08:00:25,RuPay,ExxonMobil,Success,yes
TX2624097,U5315,7622088310876018,1615.43,Delhi,2022-01-12,21:32:34,MasterCard,Shell,Success,no
TX5661321,U9280,0278061087309453,1587.98,Kolkata,2020-12-29,16:02:53,Visa,Apple Store,Failed,no
TX4529983,U5535,4667942704209531,311.74,Jaipur,2020-03-07,15:04:29,RuPay,Starbucks,Failed,no
TX3165851,U712,8656423241861047,1123.36,Kolkata,2018-05-13,12:20:18,American Express,Apple Store,Success,yes
TX7365445,U7700,1334656634232130,724.59,Shillong,2021-03-10,06:19:33,American Express,Walmart,Success,no
TX8023138,U4892,4369134476644371,26.69,Jaipur,2020-12-04,06:03:00,Visa,Apple Store,Success,no
TX3387505,U5079,2963156912561595,1267.19,Shillong,2021-10-15,02:10:21,Visa,Shell,Success,yes
TX3623493,U5684,8979409259306205,1231.88,Bangalore,2020-12-20,16:32:06,RuPay,Walmart,Success,no
TX3024288,U5189,8904424786905252,1503.64,Udaipur,2022-11-09,06:47:08,MasterCard,Starbucks,Success,yes
TX9759107,U909,6193059470069724,1352.58,Delhi,2020-08-15,16:01:52,Diners Club,ExxonMobil,Success,no
TX9057679,U856,9610677200719586,754.6,Jaipur,2021-01-30,13:02:22,American Express,Target,Success,no
TX3014331,U3896,7356323391669238,969.58,Jaipur,2018-06-24,12:26:55,American Express,McDonald's,Success,yes
TX3678708,U914,2205456474606319,832.45,Shillong,2021-02-26,00:47:44,RuPay,McDonald's,Failed,no
TX8106990,U1633,2786749681502902,523.22,Kochi,2023-10-13,16:53:38,RuPay,McDonald's,Success,no
TX4466791,U9739,4945153342542953,797.56,Chennai,2018-04-20,20:30:07,MasterCard,Starbucks,Success,no
TX4983595,U3976,5433584493925255,1222.38,Kolkata,2018-04-09,08:51:17,Diners Club,Target,Success,no
TX5055397,U5093,5159903468223788,196.88,Mysore,2022-09-04,07:48:25,MasterCard,Apple Store,Success,no
TX4686859,U5023,4572990073705256,1611.1,Varanasi,2019-09-19,17:13:13,MasterCard,Target,Success,no
TX4063206,U8204,9572655415531536,858.36,Mumbai,2023-09-04,00:41:14,Diners Club,Walmart,Success,no
TX4364717,U5408,5637952114386239,1035.68,Kolkata,2018-09-18,00:29:50,Visa,McDonald's,Success,yes
TX3498816,U9099,9676908885564648,240.32,Mandya,2025-03-04,03:20:28,RuPay,Target,Failed,no
TX6552242,U2316,2808470741895108,490.15,Leh,2022-10-20,00:54:17,American Express,Best Buy,Success,no
TX2918234,U3630,0031608478911294,747.03,Goa,2019-11-12,11:58:49,American Express,Starbucks,Success,no
TX7944286,U5058,9886579984346553,433.59,Darjeeling,2020-05-15,15:35:41,RuPay,Target,Success,no
TX7601809,U4403,6743160295568042,390.55,Mumbai,2023-08-16,19:33:14,Visa,Apple Store,Failed,no
TX3480212,U6824,7584417989867638,278.4,Darjeeling,2019-05-11,23:54:40,American Express,Apple Store,Success,no
TX7487746,U4222,1748436666344837,1101.61,Kolkata,2018-02-03,11:20:31,American Express,Target,Success,yes
TX1563551,U2567,0669455618989584,154.16,Hyderabad,2019-01-04,10:54:40,American Express,Walmart,Failed,no
TX1235209,U9567,2694439473965428,1482.62,Goa,2020-03-29,22:25:55,Diners Club,Best Buy,Success,no
TX2746623,U6365,0458640999587485,280.35,Chennai,2021-11-23,21:06:27,RuPay,Best Buy,Failed,no
TX4708710,U9528,7852731213693398,416.19,Kochi,2022-06-05,12:46:33,RuPay,McDonald's,Success,no
TX2043157,U1806,5041348356732558,1641.2,Mysore,2024-11-06,18:19:46,Diners Club,Walmart,Success,no
TX3276467,U4536,1143418848914150,1793.72,Leh,2024-08-20,06:00:07,Diners Club,ExxonMobil,Success,no
TX1478208,U3589,6329307929228125,1720.16,Delhi,2023-05-16,18:11:38,MasterCard,Best Buy,Success,yes
TX5894750,U947,4812677225464648,139.88,Varanasi,2019-07-19,21:03:55,RuPay,Starbucks,Failed,no
TX7242496,U8378,4306448359619970,678.83,Delhi,2020-06-06,10:27:41,Visa,Shell,Success,no
TX8969711,U6819,2292983507496411,549.47,Varanasi,2020-08-17,09:07:12,Diners Club,McDonald's,Success,no
TX8980882,U4574,5803625039425458,825.1,Varanasi,2020-05-17,13:24:30,American Express,Flipkart,Success,no
TX9263688,U9479,5016283159126158,1010.96,Delhi,2024-06-12,16:17:04,American Express,Apple Store,Success,no
TX4588250,U5371,0765965716439352,108.41,Mumbai,2023-03-31,02:26:18,RuPay,Apple Store,Success,no
TX1488237,U4090,5863544094130379,526.58,Bangalore,2021-04-27,07:28:10,Visa,Shell,Success,no
TX1837326,U3989,8780021539049462,1546.1,Kochi,2023-12-29,23:22:20,MasterCard,Target,Failed,yes
TX3463553,U3749,0369781341558319,1990.97,Varanasi,2023-12-04,02:18:35,Visa,Best Buy,Success,no
TX8153975,U5711,7155526506228214,1072.87,Delhi,2024-02-22,09:42:52,American Express,Shell,Success,no
TX1748688,U5074,2199920501981469,1597.52,Mandya,2019-07-23,18:27:54,RuPay,Shell,Success,no
TX3899136,U736,5149020261223125,308.77,Hyderabad,2018-03-06,18:45:51,Visa,Amazon,Success,no
TX7267264,U4723,3162356638679640,570.56,Mandya,2024-07-16,01:02:34,MasterCard,Walmart,Success,yes
TX8433867,U762,0002460101235967,285.56,Mumbai,2023-01-08,05:42:10,American Express,Target,Success,no
TX2724372,U5489,7006890093369407,1176.08,Goa,2018-08-13,22:48:43,Visa,Target,Success,no
TX7570329,U6167,0164884259639425,1496.94,Mumbai,2022-04-19,02:56:12,American Express,Amazon,Success,no
TX4413850,U195,2058872709407654,288.91,Delhi,2024-12-25,10:40:22,Diners Club,Amazon,Success,no
TX5047727,U263,1255037786482670,1907.72,Udaipur,2022-08-04,14:44:19,Visa,Best Buy,Success,yes
TX5399563,U2968,1631626846365018,1714.87,Shillong,2019-03-25,07:12:23,Diners Club,Target,Success,no
TX1637892,U8038,6270838739740166,194.49,Chennai,2022-05-14,21:55:48,American Express,Amazon,Success,no
TX2280013,U8399,7534899973024089,342.89,Udaipur,2023-09-07,02:08:25,Diners Club,Apple Store,Success,no
TX1833601,U1071,9008672918258770,889.79,Mysore,2021-08-06,02:50:44,Diners Club,Amazon,Success,yes
TX4237108,U820,2561764708186598,528.6,Mandya,2025-03-05,12:25:36,RuPay,Best Buy,Success,no
TX5527276,U5757,8751667571348059,277.38,Shillong,2022-10-15,15:30:30,Visa,Walmart,Success,no
TX7593101,U5445,7859771502630707,340.5,Delhi,2022-07-03,01:46:03,American Express,Walmart,Success,no
TX7608822,U4349,3846374331619911,564.96,Leh,2024-07-09,10:03:43,American Express,Shell,Success,no
TX9946647,U4206,1514557641305953,995.19,Goa,2018-03-20,02:10:31,MasterCard,Walmart,Success,no
TX3976198,U3904,2582399589646880,1242.08,Kolkata,2022-12-20,05:05:28,Diners Club,Walmart,Success,no
TX4466331,U3814,0528894272554931,652.82,Mysore,2019-12-15,06:46:01,American Express,Starbucks,Success,yes
TX3702855,U8321,3804166391337474,20.86,Udaipur,2022-11-28,22:22:03,RuPay,Walmart,Success,no
TX3401992,U1627,4370644726669804,238.82,Kolkata,2020-05-12,02:09:28,Diners Club,ExxonMobil,Success,yes
TX2089869,U7019,5302376618547039,11.9,Delhi,2021-06-05,01:34:06,Visa,Best Buy,Success,yes
TX5350949,U2838,0238886803543639,1668.57,Hyderabad,2021-05-28,03:26:03,American Express,Best Buy,Success,no
TX6580994,U8644,0791435534758934,393.44,Bangalore,2018-05-06,09:47:51,American Express,Shell,Success,no
TX5056941,U9155,4674531672743065,1578.97,Leh,2018-04-03,00:56:34,American Express,McDonald's,Success,no
TX8335975,U8085,9362382950229407,749.41,Mysore,2023-04-29,13:08:28,Visa,Target,Success,yes
TX6081458,U800,3072986414012343,1490.06,Hyderabad,2021-02-18,14:14:56,MasterCard,Target,Success,no
TX7750711,U1519,2825041139749305,1820.09,Kolkata,2021-05-11,00:50:35,Diners Club,Best Buy,Success,yes
TX1272427,U4902,5496545031673356,1186.72,Delhi,2021-09-13,23:00:18,MasterCard,McDonald's,Success,no
TX2224116,U7080,5767890831109535,880.65,Shillong,2021-04-12,06:38:26,Diners Club,Starbucks,Success,no
TX4513341,U1140,4737369727198744,1759.57,Bangalore,2023-11-01,12:19:43,American Express,McDonald's,Success,no
TX6810956,U9931,7981426137352534,510.78,Delhi,2022-05-17,14:28:54,Visa,Walmart,Success,no
TX2668239,U9417,1953110714617529,116.19,Mandya,2023-06-08,15:18:15,Visa,Apple Store,Success,no
TX2350048,U3340,9979824092817992,361.2,Darjeeling,2021-11-14,10:41:56,MasterCard,Target,Success,no
TX5814941,U2462,2738823130207561,1565.04,Mandya,2019-08-25,12:16:40,Visa,Target,Success,yes
TX3476388,U174,0983130287426790,844.14,Goa,2021-02-03,09:45:04,Visa,Amazon,Success,no
TX9640746,U2501,6778564038434668,1510.07,Mandya,2022-03-10,03:36:25,RuPay,Walmart,Success,no
TX1694026,U8639,3210431378346365,1587.11,Delhi,2018-07-11,04:05:04,American Express,Apple Store,Failed,no
TX4450142,U3693,3009663806395813,1058.93,Kochi,2022-02-25,00:04:28,MasterCard,Best Buy,Success,no
TX1283767,U4368,8681476165275516,1980.77,Varanasi,2019-08-25,21:17:15,American Express,Starbucks,Success,no
TX4489834,U8007,2649099909566233,491.13,Darjeeling,2023-05-31,07:56:27,Diners Club,Amazon,Success,yes
TX4523450,U4625,9501365692612147,303.98,Hyderabad,2019-09-13,05:01:57,American Express,Apple Store,Success,no
TX3813564,U5886,6596792703987203,502.74,Darjeeling,2021-02-14,09:58:15,Visa,Target,Success,no
TX4514202,U5455,2938879427063653,155.67,Mandya,2024-12-10,16:19:22,RuPay,ExxonMobil,Success,yes
TX1120252,U4747,5211400833991876,1150.53,Bangalore,2019-11-16,04:59:16,MasterCard,Starbucks,Success,no
TX9788421,U6969,3399748839976357,1172.38,Delhi,2021-08-10,00:10:32,Visa,Apple Store,Success,no
TX3018142,U4559,2583885800875378,1344.26,Leh,2018-12-05,13:28:01,Visa,McDonald's,Success,no
TX7151872,U5429,5948351319086168,1880.82,Kolkata,2021-11-28,22:52:39,Diners Club,Walmart,Success,no
TX6162936,U1653,2662310941879756,1668.34,Mumbai,2022-01-02,05:27:56,American Express,Amazon,Success,no
TX9380938,U5193,7830247878370341,994.06,Udaipur,2019-07-11,23:41:27,RuPay,Target,Failed,no
TX8515908,U7229,7745105880856517,1268.54,Darjeeling,2023-10-18,14:40:37,Visa,McDonald's,Success,yes
TX6463809,U431,8937480756158203,741.77,Kochi,2022-03-11,08:35:30,American Express,Best Buy,Success,yes
TX7870911,U8721,0699842720405117,462.76,Mumbai,2018-11-25,14:49:21,Diners Club,Flipkart,Success,no
TX4877922,U7150,3846964778483127,379.09,Darjeeling,2024-03-04,19:36:38,Diners Club,McDonald's,Success,no
TX3785315,U5942,8862198646080560,1983.47,Kolkata,2024-07-14,12:55:57,RuPay,ExxonMobil,Success,no
TX4858288,U33,2813387878194930,1079.54,Kochi,2022-07-04,09:15:28,MasterCard,Apple Store,Success,no
TX8876450,U5360,7466281162382850,369.12,Mumbai,2024-05-07,19:01:51,RuPay,Best Buy,Success,no
TX9855718,U7627,9199505465649711,1289.36,Hyderabad,2025-06-09,04:55:10,Diners Club,Walmart,Success,no
TX2151225,U9597,8958473411392263,1036.51,Darjeeling,2024-09-09,04:14:35,Diners Club,Starbucks,Success,no
TX3363745,U3067,4820472870596027,1727.33,Goa,2019-05-10,22:47:57,MasterCard,Walmart,Success,no
TX3958107,U326,5935291895886752,1036.28,Shillong,2021-11-05,23:53:30,Diners Club,McDonald's,Success,no
TX8825407,U2753,4213242099963363,302.59,Goa,2019-06-23,22:01:30,MasterCard,McDonald's,Failed,no
TX5626248,U2987,8859700869377635,1167.23,Hyderabad,2024-02-09,03:04:06,Visa,Amazon,Success,no
TX2636277,U7529,5266343309497496,123.71,Chennai,2022-11-03,06:56:40,Diners Club,Apple Store,Success,no
TX2283327,U452,0992382411387302,1835.95,Mumbai,2024-08-16,16:02:56,MasterCard,McDonald's,Success,no
TX2755794,U7009,4857717458930731,1940.97,Hyderabad,2018-12-13,22:45:45,RuPay,Apple Store,Success,no
TX3595653,U1779,8378488619061738,1807.98,Udaipur,2023-09-06,02:29:11,MasterCard,ExxonMobil,Success,no
TX6338286,U5339,3481048472913154,41.75,Darjeeling,2025-02-17,11:42:23,RuPay,Flipkart,Success,no
TX1329978,U4175,6149924184139365,1164.56,Shillong,2021-09-22,02:41:25,Visa,Target,Failed,yes
TX8124967,U7990,7932052796998901,1770.82,Kolkata,2018-06-05,15:18:28,RuPay,Best Buy,Failed,no
TX7684606,U2924,9415209126114651,1779.14,Mumbai,2024-02-12,23:39:00,MasterCard,McDonald's,Success,yes
TX2683975,U2355,8195965318511644,130.97,Jaipur,2021-05-14,16:29:43,Visa,McDonald's,Success,no
TX4348429,U2027,9088949946970937,1327.55,Darjeeling,2019-07-06,01:32:58,RuPay,Flipkart,Success,no
TX3483170,U4929,8186863873257562,1764.99,Jaipur,2024-05-31,04:24:52,American Express,Apple Store,Success,no
TX6649663,U7373,7894548994705764,822.08,Mysore,2025-06-03,23:34:46,American Express,Amazon,Success,yes
TX6606704,U6309,9605352823342398,1063.38,Kolkata,2021-07-19,14:29:21,RuPay,Shell,Success,no
TX3915798,U4777,4239784027833207,518.48,Leh,2024-01-01,20:52:29,American Express,Starbucks,Success,no
TX3739681,U9978,7971350126609941,1694.91,Mumbai,2022-02-17,16:28:03,Visa,Walmart,Success,no
TX2726828,U9316,3591959975569479,762.69,Jaipur,2022-09-01,07:44:08,RuPay,McDonald's,Success,yes
TX2469066,U5302,1893951130229322,1973.18,Mumbai,2024-01-05,10:16:28,MasterCard,Best Buy,Success,no
TX5516892,U6984,8173600990448422,535.01,Goa,2025-04-05,08:25:07,Diners Club,Best Buy,Failed,no
TX6215862,U7822,2364750119538931,1556.77,Mumbai,2024-03-09,19:11:31,American Express,Starbucks,Success,no
TX8941676,U4725,0031574626658219,1049.93,Goa,2019-04-26,03:36:43,American Express,Apple Store,Success,yes
TX8820127,U3866,1994200413585772,1513.06,Kochi,2022-05-19,02:52:25,RuPay,Target,Success,no
TX5897241,U4213,9433909942053598,704.9,Mumbai,2020-08-31,08:44:50,MasterCard,Target,Success,no
TX1312216,U4007,8055039640789658,219.35,Darjeeling,2021-11-14,10:19:05,MasterCard,McDonald's,Success,no
TX2361795,U7954,3494709330056978,1459.7,Goa,2018-07-22,05:35:56,Diners Club,Walmart,Success,yes
TX6436070,U6101,2423389615574694,1039.93,Mumbai,2019-11-16,22:21:59,Diners Club,Amazon,Failed,yes
TX3586357,U803,2298503916139325,1524.31,Chennai,2018-08-13,15:44:15,Visa,ExxonMobil,Failed,no
TX8130698,U3779,3377887352398258,278.86,Shillong,2024-12-17,03:44:09,Diners Club,Walmart,Success,no
TX6593369,U8844,8871396639629873,1055.4,Hyderabad,2019-07-07,05:01:13,MasterCard,ExxonMobil,Failed,no
TX3951883,U9301,7245185911828423,1154.61,Kochi,2023-07-05,19:42:25,Diners Club,Apple Store,Success,no
TX4619994,U6341,4584972878562842,1133.62,Goa,2018-02-11,03:36:58,Diners Club,Amazon,Failed,no
TX6002192,U4780,1676379188482654,128.84,Bangalore,2022-09-17,22:34:43,Diners Club,Starbucks,Success,no
TX6708537,U5785,6986755777013449,536.39,Leh,2020-08-11,22:20:37,MasterCard,Best Buy,Success,no
TX2553050,U1132,4911185384425079,389.71,Delhi,2025-04-27,06:59:10,RuPay,Shell,Success,no
TX6439648,U3844,3870946751602467,747.69,Udaipur,2018-05-11,11:31:12,MasterCard,Apple Store,Success,no
TX6353218,U2723,9974929354833393,869.68,Jaipur,2018-04-12,15:53:08,MasterCard,Target,Success,no
TX4934913,U5310,0129203100646090,1912.23,Bangalore,2018-11-11,10:06:17,Diners Club,Shell,Failed,yes
TX6013234,U5731,9554907874176464,1014.89,Mandya,2022-04-19,00:43:12,RuPay,Apple Store,Success,no
TX1357338,U9835,0304679504309991,288.49,Chennai,2020-05-29,07:04:08,Visa,Apple Store,Success,no
TX5464781,U7006,1484332410248070,1760.19,Kochi,2018-06-18,18:28:15,American Express,Target,Success,no
TX6227045,U3061,6268195057268001,1578.95,Varanasi,2024-10-25,03:47:08,Visa,Shell,Success,no
TX7633559,U3711,7716066750226792,1666.76,Delhi,2022-05-09,08:58:51,American Express,McDonald's,Failed,no
TX1607344,U7599,5467385435103360,59,Delhi,2019-07-31,05:53:33,RuPay,Starbucks,Success,no
TX7677726,U6442,8819975149953007,29.43,Goa,2021-06-01,10:43:08,Diners Club,McDonald's,Success,no
TX4467552,U1276,7013659704191401,642.42,Chennai,2020-03-04,10:32:12,Diners Club,Amazon,Success,yes
TX2659322,U348,4922481134173176,630.1,Varanasi,2024-12-08,05:52:37,RuPay,Best Buy,Success,yes
TX6995691,U5656,1467422863607936,1919.35,Hyderabad,2020-03-20,22:13:06,RuPay,Shell,Failed,no
TX5555360,U9605,3491670504509960,566.06,Jaipur,2020-01-18,17:04:27,RuPay,McDonald's,Success,no
TX4104768,U7690,4605485059380702,1382.9,Goa,2020-10-10,06:09:43,RuPay,Amazon,Success,yes
TX6345716,U9485,2564879035911231,1410.89,Kochi,2019-07-14,21:52:38,American Express,ExxonMobil,Success,no
TX5052794,U1754,6078531176606159,1017.23,Kolkata,2022-02-26,01:08:24,RuPay,Best Buy,Success,yes
TX8768737,U1671,6970611123647116,1822.16,Kochi,2019-12-26,19:32:52,MasterCard,Shell,Success,no
TX5840498,U1861,2464781835019190,1178.41,Darjeeling,2024-10-02,15:36:50,Visa,McDonald's,Success,no
TX9560112,U3330,7813531400638648,680.41,Kochi,2020-12-12,13:14:38,Visa,Best Buy,Success,no
TX8470662,U3868,4044294171346014,708.36,Mumbai,2019-10-01,11:27:08,MasterCard,Shell,Success,no
TX5790815,U3057,7343609492734686,127.07,Mysore,2024-07-14,23:12:48,American Express,Amazon,Success,no
TX2566086,U4137,3868724141123080,24.42,Kochi,2024-02-21,17:11:19,American Express,Target,Success,no
